id;territory_type;r;g;b;name;owner
1527;land;37;1;210;NONE;NOG
1528;land;207;29;163;NONE;GOL
1529;land;167;58;121;NONE;NONE
1530;land;0;249;75;NONE;GOL
1531;land;1;203;147;NONE;NONE
1532;land;6;197;189;NONE;DAN
1533;land;131;13;166;NONE;NONE
1534;land;234;26;7;NONE;DAN
1535;land;186;212;247;NONE;NOV
1536;land;70;122;173;Lisboa;POR
1537;land;205;11;65;NONE;KHA
1538;land;124;7;59;NONE;NONE
1539;land;217;103;192;NONE;MNG
1540;land;77;111;67;NONE;NONE
1541;land;242;247;0;NONE;NOG
1542;land;15;182;119;NONE;NONE
1543;land;201;188;198;NONE;NONE
1544;land;118;181;54;NONE;DLI
1545;land;39;60;90;NONE;NONE
1546;land;136;70;146;NONE;TIB
1547;land;178;3;209;NONE;ETH
1548;land;225;45;225;NONE;NONE
1549;land;189;169;66;NONE;ENG
1550;land;255;215;197;NONE;KHA
1551;land;251;134;235;NONE;POM
1552;land;26;210;136;NONE;NONE
1553;land;29;151;0;NONE;NONE
1554;land;180;245;75;NONE;NONE
1555;land;250;162;180;NONE;NAP
1556;land;182;56;140;NONE;KHA
1557;land;106;249;42;NONE;ETH
1558;land;113;71;112;NONE;NOR
1559;land;76;177;79;NONE;NONE
1560;land;214;96;163;NONE;INC
1561;land;56;121;191;NONE;INC
1562;land;18;21;97;NONE;NONE
1563;land;224;92;136;NONE;NONE
1564;land;43;66;218;NONE;NONE
1565;land;52;116;192;NONE;NONE
1566;land;124;201;44;NONE;LIT
1567;land;33;179;127;NONE;MNG
1568;land;65;87;121;NONE;MNG
1569;land;167;65;209;NONE;TIM
1570;land;199;93;41;NONE;JAP
1571;land;118;97;234;NONE;NONE
1572;land;55;81;160;NONE;NONE
1573;land;209;217;134;NONE;NONE
1574;land;128;86;43;NONE;LIT
1575;land;102;1;38;NONE;NONE
1576;land;209;248;164;NONE;NONE
1577;land;59;18;94;NONE;NONE
1578;land;245;68;35;NONE;NONE
1579;land;74;35;96;NONE;KHA
1580;land;40;132;170;NONE;NONE
1581;land;116;78;76;NONE;NONE
1582;land;207;53;111;NONE;NONE
1583;land;193;56;37;NONE;NONE
1584;land;198;213;121;NONE;NONE
1585;land;109;171;87;NONE;SWE
1586;land;253;144;20;NONE;NONE
1587;land;195;189;246;NONE;MNG
1588;land;123;230;229;NONE;TUN
1589;land;123;185;197;NONE;NONE
1590;land;98;156;111;NONE;NONE
1591;land;254;43;204;NONE;NONE
1592;land;8;124;120;NONE;FRA
1593;land;198;5;215;NONE;NONE
1594;land;220;218;187;NONE;TIM
1595;land;208;117;117;NONE;NONE
1596;land;38;250;188;NONE;FRA
1597;land;84;126;137;NONE;KHA
1598;land;241;228;185;NONE;DLI
1599;land;126;231;109;NONE;NONE
1600;land;104;85;12;NONE;UTR
1601;land;71;57;1;NONE;DLI
1602;land;104;253;188;NONE;NSA
1603;land;213;25;233;NONE;KOR
1604;land;200;237;154;NONE;NONE
1605;land;149;216;92;NONE;NONE
1606;land;158;35;148;NONE;KHA
1607;land;4;134;11;NONE;NONE
1608;land;83;99;58;NONE;NONE
1609;land;115;83;168;NONE;NONE
1610;land;9;61;61;NONE;NONE
1611;land;182;15;253;NONE;NONE
1612;land;62;1;33;NONE;DLI
1613;land;152;203;66;NONE;GOL
1614;land;202;90;141;NONE;LIT
1615;land;246;156;42;NONE;NONE
1616;land;66;180;105;NONE;INC
1617;land;27;126;33;NONE;KHA
1618;land;153;231;241;NONE;ETH
1619;land;4;234;53;NONE;KHA
1620;land;196;42;137;NONE;NONE
1621;land;41;48;228;NONE;NONE
1622;land;230;3;108;NONE;NONE
1623;land;168;173;208;NONE;NONE
1624;land;69;70;88;NONE;NONE
1625;land;90;225;170;NONE;NONE
1626;land;71;78;118;NONE;KHA
1627;land;149;144;98;NONE;MAL
1628;land;4;185;192;NONE;NONE
1629;land;198;12;62;NONE;MLO
1630;land;199;11;219;NONE;QAR
1631;land;9;108;199;Barcelona;ARA
1632;land;66;181;99;NONE;ETH
1633;land;16;2;44;NONE;NONE
1634;land;60;88;7;NONE;NONE
1635;land;214;68;98;NONE;NONE
1636;land;32;110;38;NONE;NONE
1637;land;134;35;97;NONE;NONE
1638;land;77;243;11;NONE;TUR
1639;land;50;34;249;NONE;NONE
1640;land;122;193;244;NONE;NOV
1641;land;3;249;136;NONE;MNG
1642;land;80;174;128;NONE;LIV
1643;land;236;107;250;NONE;NONE
1644;land;7;68;204;NONE;NONE
1645;land;129;165;37;NONE;INC
1646;land;106;195;156;NONE;NONE
1647;land;98;209;247;NONE;JAP
1648;land;89;7;141;NONE;NONE
1649;land;173;111;155;NONE;NONE
1650;land;81;128;65;NONE;MNG
1651;land;58;5;209;NONE;WAL
1652;land;191;27;4;NONE;KHA
1653;land;122;66;253;NONE;NONE
1654;land;204;22;14;NONE;NONE
1655;land;67;219;241;NONE;MKL
1656;land;218;138;219;NONE;NONE
1657;land;229;151;20;NONE;NONE
1658;land;253;106;102;NONE;KHA
1659;land;150;192;86;NONE;NONE
1660;land;111;168;198;NONE;EGY
1661;land;79;90;6;NONE;INC
1662;land;146;6;1;NONE;NONE
1663;land;214;164;140;NONE;DAN
1664;land;50;234;12;NONE;MNG
1665;land;54;10;3;NONE;NOR
1666;land;50;51;156;NONE;NONE
1667;land;208;121;13;NONE;NONE
1668;land;225;174;77;NONE;TIB
1669;land;131;101;213;NONE;NONE
1670;land;237;175;46;NONE;MNG
1671;land;250;65;117;NONE;KHA
1672;land;158;237;85;NONE;NONE
1673;land;169;65;183;NONE;LIT
1674;land;182;8;63;NONE;NOG
1675;land;4;95;12;NONE;POR
1676;land;31;119;85;NONE;GOL
1677;land;66;194;9;NONE;NONE
1678;land;14;181;87;NONE;NONE
1679;land;220;106;180;NONE;NONE
1680;land;129;11;33;NONE;MNG
1681;land;80;179;60;NONE;NONE
1682;land;166;211;25;NONE;MNG
1683;land;240;35;8;NONE;NONE
1684;land;7;248;27;NONE;EPI
1685;land;246;113;29;NONE;INC
1686;land;236;66;163;NONE;EGY
1687;land;226;172;20;NONE;NONE
1688;land;228;95;79;NONE;NONE
1689;land;150;204;168;NONE;MNG
1690;land;204;56;36;NONE;MNG
1691;land;147;194;132;NONE;HAB
1692;land;151;13;196;NONE;NONE
1693;land;16;125;205;NONE;NONE
1694;land;43;149;208;NONE;JAP
1695;land;90;31;142;NONE;TEU
1696;land;63;190;226;NONE;NSA
1697;land;197;196;91;NONE;NONE
1698;land;66;169;55;NONE;NONE
1699;land;152;53;41;NONE;NONE
1700;land;0;22;219;NONE;NONE
1701;land;232;102;24;NONE;MNG
1702;land;76;172;49;NONE;NONE
1703;land;199;233;100;NONE;GOL
1704;land;3;135;119;NONE;NONE
1705;land;141;108;224;NONE;MNG
1706;land;68;0;241;NONE;NONE
1707;land;170;221;42;NONE;TUR
1708;land;21;97;63;NONE;TEU
1709;land;168;18;27;NONE;NONE
1710;land;200;162;244;NONE;NONE
1711;land;101;58;224;NONE;NONE
1712;land;113;120;96;NONE;NONE
1713;land;50;74;106;NONE;NONE
1714;land;247;82;24;NONE;NOV
1715;land;31;116;244;NONE;NONE
1716;land;192;94;17;NONE;DLI
1717;land;34;42;186;NONE;AZT
1718;land;177;137;174;NONE;NONE
1719;land;241;165;230;NONE;GEN
1720;land;129;67;6;NONE;GEO
1721;land;251;93;149;NONE;NOV
1722;land;240;80;12;NONE;NONE
1723;land;193;40;145;NONE;KHA
1724;land;217;195;8;NONE;FRI
1725;land;72;42;184;NONE;NONE
1726;land;76;97;107;NONE;KHA
1727;land;135;55;246;NONE;NONE
1728;land;36;196;77;NONE;NONE
1729;land;196;7;91;NONE;NONE
1730;land;117;169;253;NONE;BOH
1731;land;142;61;88;NONE;PRO
1732;land;232;17;174;NONE;NONE
1733;land;37;34;37;NONE;NONE
1734;land;51;92;184;NONE;NONE
1735;land;189;158;247;NONE;DLI
1736;land;97;31;123;NONE;NONE
1737;land;179;177;241;NONE;NONE
1738;land;253;209;230;NONE;NONE
1739;land;27;98;216;NONE;NONE
1740;land;100;104;37;NONE;NONE
1741;land;87;251;87;NONE;TUN
1742;land;232;200;137;NONE;TUR
1743;land;195;105;72;NONE;NONE
1744;land;33;78;49;NONE;NONE
1745;land;17;176;169;NONE;NONE
1746;land;86;238;186;NONE;NONE
1747;land;178;21;19;NONE;NONE
1748;land;66;182;175;NONE;KHA
1749;land;80;207;115;NONE;POL
1750;land;92;171;121;NONE;NONE
1751;land;221;143;1;NONE;NONE
1752;land;96;181;156;NONE;AZT
1753;land;201;54;167;NONE;NONE
1754;land;49;194;153;NONE;NONE
1755;land;105;54;145;NONE;NONE
1756;land;182;210;31;NONE;EGY
1757;land;124;12;169;NONE;NONE
1758;land;63;11;193;NONE;MOS
1759;land;138;125;66;NONE;NONE
1760;land;102;67;193;NONE;NONE
1761;land;53;15;198;NONE;INC
1762;land;21;150;132;NONE;NONE
1763;land;195;166;37;NONE;MNG
1764;land;201;88;66;NONE;NONE
1765;land;0;209;141;NONE;KHA
1766;land;77;44;161;NONE;NONE
1767;land;179;133;244;NONE;NONE
1768;land;218;17;195;NONE;MNG
1769;land;151;32;246;NONE;DLI
1770;land;190;132;104;NONE;NONE
1771;land;111;200;167;NONE;NONE
1772;land;115;38;130;NONE;BUR
1773;land;39;110;24;NONE;TUR
1774;land;159;115;180;NONE;NONE
1775;land;158;123;86;NONE;NONE
1776;land;32;15;51;NONE;NONE
1777;land;136;174;169;NONE;MNG
1778;land;213;64;107;NONE;TFL
1779;land;178;240;31;NONE;SHL
1780;land;133;211;29;NONE;CAS
1781;land;216;78;231;NONE;NONE
1782;land;186;128;70;NONE;NONE
1783;land;146;202;45;NONE;NONE
1784;land;228;81;21;NONE;NONE
1785;land;8;97;159;NONE;LIT
1786;land;211;91;51;NONE;NONE
1787;land;102;185;224;NONE;NONE
1788;land;68;180;86;NONE;NONE
1789;land;232;219;167;NONE;NONE
1790;land;167;79;180;NONE;NOV
1791;land;110;32;255;NONE;QAR
1792;land;184;47;184;NONE;NONE
1793;land;148;196;254;NONE;NONE
1794;land;15;177;212;NONE;MNG
1795;land;178;51;54;NONE;KOR
1796;land;192;133;5;NONE;NONE
1797;land;126;200;108;NONE;NONE
1798;land;158;144;109;NONE;MOR
1799;land;166;145;124;NONE;NONE
1800;land;227;135;188;NONE;NONE
1801;land;216;164;119;NONE;HUN
1802;land;59;240;204;NONE;MNG
1803;land;248;105;165;NONE;POR
1804;land;229;30;233;NONE;NONE
1805;land;229;88;233;NONE;QAR
1806;ocean;10;56;146;NONE;NONE
1807;land;1;103;81;NONE;MNG
1808;land;200;199;124;NONE;NONE
1809;land;239;249;56;NONE;LIT
1810;land;122;253;99;NONE;TIB
1811;land;227;79;168;NONE;NONE
1812;land;148;214;161;NONE;ENG
1813;land;116;61;77;NONE;NONE
1814;land;205;139;90;NONE;KHA
1815;land;19;39;160;NONE;NONE
1816;land;224;242;13;NONE;SWE
1817;land;168;198;29;NONE;CAS
1818;land;160;206;48;NONE;NONE
1819;land;63;14;251;NONE;DLI
1820;land;163;26;191;NONE;NONE
1821;land;80;220;141;NONE;SAV
1822;land;71;182;76;NONE;MOS
1823;land;116;62;65;NONE;GEN
1824;land;131;51;19;NONE;NOV
1825;land;212;131;80;NONE;NONE
1826;land;160;238;210;NONE;NONE
1827;land;4;4;38;NONE;NONE
1828;land;135;188;211;NONE;POL
1829;land;216;142;91;NONE;TUR
1830;land;18;185;221;NONE;GOL
1831;land;184;235;49;NONE;NONE
1832;land;220;53;154;NONE;NONE
1833;land;167;67;95;NONE;MLO
1834;land;93;189;114;NONE;NONE
1835;land;59;101;123;NONE;MNG
1836;land;129;169;199;NONE;MOR
1837;land;249;245;57;NONE;TIM
1838;land;40;25;82;NONE;KHA
1839;land;118;249;156;NONE;NONE
1840;land;89;122;224;NONE;QAR
1841;land;136;109;5;NONE;NONE
1842;land;166;199;9;NONE;NONE
1843;land;197;134;165;NONE;GOL
1844;land;130;244;243;NONE;HAB
1845;land;7;128;177;NONE;NONE
1846;land;228;163;200;NONE;NONE
1847;land;224;168;86;NONE;NONE
1848;land;228;14;102;NONE;NONE
1849;land;54;246;130;NONE;SWE
1850;land;45;230;198;NONE;NOR
1851;land;229;46;202;NONE;NOV
1852;land;67;93;47;NONE;GOL
1853;land;107;17;31;NONE;ENG
1854;land;121;234;199;NONE;MNG
1855;land;247;118;104;NONE;NONE
1856;land;154;209;239;NONE;AZT
1857;land;77;150;98;NONE;NONE
1858;land;114;71;76;NONE;NONE
1859;land;47;194;113;NONE;NONE
1860;land;203;220;128;NONE;NONE
1861;land;90;137;173;NONE;MOS
1862;land;156;52;70;NONE;NONE
1863;land;235;108;252;NONE;QAR
1864;land;29;165;35;NONE;LIT
1865;land;251;242;62;NONE;NONE
1866;land;213;160;143;NONE;INC
1867;land;6;183;235;NONE;NONE
1868;land;132;20;2;NONE;NONE
1869;land;31;232;223;NONE;MNG
1870;land;152;51;202;NONE;NONE
1871;land;158;107;101;NONE;SAV
1872;land;219;226;9;NONE;FRA
1873;land;255;32;213;NONE;NONE
1874;land;162;173;112;NONE;ARA
1875;land;218;6;142;NONE;NONE
1876;land;51;203;57;NONE;NONE
1877;land;118;77;31;NONE;NONE
1878;land;244;174;228;NONE;MNG
1879;land;107;124;122;NONE;CIR
1880;land;34;183;33;NONE;DLI
1881;land;2;237;69;NONE;AZT
1882;land;132;198;94;NONE;NONE
1883;land;244;245;104;NONE;NONE
1884;land;16;45;207;NONE;NONE
1885;land;213;49;142;NONE;MNG
1886;land;87;37;154;NONE;NONE
1887;land;188;116;169;NONE;NONE
1888;land;84;130;205;NONE;NONE
1889;land;64;215;179;NONE;NONE
1890;land;248;49;160;NONE;LIT
1891;land;161;85;207;NONE;FRA
1892;land;144;87;132;NONE;NONE
1893;land;0;142;189;NONE;DLI
1894;land;190;180;95;NONE;AZT
1895;land;210;86;175;NONE;BRA
1896;land;151;180;28;NONE;DLI
1897;land;171;25;132;NONE;SWE
1898;land;75;172;38;NONE;NONE
1899;land;98;234;79;NONE;NONE
1900;land;197;54;37;NONE;JAP
1901;land;30;182;248;NONE;NONE
1902;land;217;125;123;NONE;TUR
1903;land;54;130;53;NONE;NONE
1904;land;8;172;184;NONE;LOR
1905;land;208;85;152;NONE;DLI
1906;land;109;21;121;NONE;BYZ
1907;land;183;215;40;NONE;NOR
1908;land;14;68;18;NONE;HAB
1909;land;98;122;81;NONE;KHA
1910;land;210;125;212;NONE;NONE
1911;land;57;18;33;NONE;TFL
1912;land;245;164;4;NONE;NOV
1913;land;141;18;66;NONE;NONE
1914;land;205;205;153;NONE;NOR
1915;land;240;239;20;NONE;NONE
1916;land;156;192;21;NONE;NONE
1917;land;174;132;130;NONE;NONE
1918;land;62;9;141;NONE;MNG
1919;land;116;112;50;NONE;TUR
1920;land;172;253;254;NONE;NOV
1921;land;123;222;134;NONE;MLO
1922;land;161;61;91;NONE;NONE
1923;land;98;204;239;NONE;NONE
1924;land;254;125;105;NONE;MNG
1925;land;54;92;139;NONE;NONE
1926;land;135;32;214;NONE;TIM
1927;land;54;150;31;NONE;NONE
1928;land;185;195;59;NONE;NOG
1929;land;25;8;111;NONE;DLI
1930;land;73;224;194;NONE;EGY
1931;land;255;184;235;NONE;MNG
1932;land;90;86;113;NONE;TUR
1933;land;239;62;38;NONE;BRI
1934;land;27;27;125;NONE;NONE
1935;land;181;108;55;NONE;NONE
1936;land;47;85;56;NONE;DLI
1937;land;63;66;29;NONE;DLI
1938;land;218;206;226;NONE;DLI
1939;land;222;209;8;NONE;NONE
1940;land;139;117;201;NONE;DLI
1941;land;202;128;142;NONE;ROT
1942;land;120;72;88;NONE;NONE
1943;land;21;3;179;NONE;NONE
1944;land;169;80;80;NONE;GOL
1945;land;232;225;2;NONE;NOR
1946;land;94;229;137;NONE;DLI
1947;land;76;125;77;NONE;KHA
1948;land;254;9;149;NONE;KHA
1949;land;250;190;211;NONE;POL
1950;land;93;190;59;NONE;TRI
1951;land;240;102;231;NONE;KHA
1952;land;199;225;161;NONE;TUR
1953;land;211;40;154;NONE;GOL
1954;land;229;226;123;NONE;DLI
1955;land;146;44;237;NONE;NONE
1956;land;251;25;104;NONE;HUN
1957;land;173;212;180;NONE;NONE
1958;land;192;21;237;NONE;CAS
1959;land;139;104;88;NONE;NONE
1960;land;79;230;131;NONE;NONE
1961;land;115;147;198;NONE;QAR
1962;land;153;37;79;NONE;INC
1963;land;47;227;97;NONE;POL
1964;land;27;158;251;NONE;NONE
1965;land;128;35;149;NONE;NONE
1966;land;141;150;191;NONE;NONE
1967;land;174;252;186;NONE;NONE
1968;land;213;225;145;NONE;NONE
1969;land;14;121;10;NONE;TIB
1970;land;53;144;96;NONE;NONE
1971;land;242;145;236;NONE;FRA
1972;land;239;194;66;NONE;NONE
1973;land;57;110;130;NONE;TIM
1974;land;253;183;170;NONE;NONE
1975;land;189;176;3;NONE;ARA
1976;land;130;205;234;NONE;NONE
1977;land;188;2;38;NONE;NONE
1978;land;206;238;15;NONE;NONE
1979;land;241;2;148;NONE;NONE
1980;land;230;71;83;NONE;ETH
1981;land;18;92;122;NONE;DLI
1982;land;122;208;10;NONE;EGY
1983;land;90;54;163;NONE;NONE
1984;land;63;50;195;NONE;NONE
1985;land;96;54;34;NONE;NONE
1986;land;213;43;71;NONE;NONE
1987;land;86;68;187;NONE;NONE
1988;land;181;175;73;NONE;SWE
1989;land;187;32;21;NONE;SER
1990;land;140;164;194;NONE;NONE
1991;land;123;206;247;NONE;NONE
1992;land;17;39;51;NONE;NOV
1993;land;82;165;22;NONE;NONE
1994;land;163;169;216;NONE;NONE
1995;land;141;143;38;NONE;QAR
1996;land;218;187;58;NONE;NONE
1997;land;201;176;108;NONE;HAB
1998;land;137;139;75;NONE;INC
1999;land;151;148;153;NONE;EGY
2000;land;60;147;51;NONE;NONE
2001;land;5;108;56;NONE;TIM
2002;land;216;227;36;NONE;NONE
2003;land;203;75;242;NONE;JAP
2004;land;181;163;126;NONE;INC
2005;land;79;183;142;NONE;NONE
2006;land;39;223;162;NONE;NONE
2007;land;100;194;3;NONE;CRI
2008;land;172;229;193;NONE;NONE
2009;land;231;54;99;NONE;KHA
2010;land;196;62;193;NONE;TIB
2011;land;181;191;159;NONE;MNG
2012;land;221;60;115;NONE;BUR
2013;land;121;69;161;NONE;LIT
2014;land;97;235;189;NONE;TUR
2015;land;202;129;115;NONE;NONE
2016;land;54;247;169;NONE;NONE
2017;land;109;241;21;NONE;NONE
2018;land;78;124;35;NONE;NONE
2019;land;78;37;99;NONE;NONE
2020;land;10;119;184;NONE;DLI
2021;land;193;193;127;NONE;LIT
2022;land;180;63;191;NONE;KHA
2023;land;121;22;40;NONE;NONE
2024;land;61;173;23;NONE;NONE
2025;land;114;254;254;NONE;MOS
2026;land;218;45;6;NONE;NONE
2027;land;161;2;38;NONE;VEN
2028;land;144;99;91;NONE;QAR
2029;land;71;204;70;NONE;NONE
2030;land;15;101;15;NONE;TIB
2031;land;154;98;80;NONE;DLI
2032;land;97;132;249;NONE;NONE
2033;land;231;21;35;NONE;NONE
2034;land;117;13;82;NONE;NONE
2035;land;77;43;80;NONE;MOR
2036;land;46;249;113;NONE;NONE
2037;land;214;230;193;NONE;NONE
2038;land;243;168;81;NONE;JAP
2039;land;225;158;50;NONE;EGY
2040;land;159;176;240;NONE;AZT
2041;land;131;148;202;NONE;HUN
2042;land;181;136;181;NONE;NONE
2043;land;107;214;246;NONE;LIT
2044;land;116;116;103;NONE;LIT
2045;land;6;234;154;NONE;TRI
2046;land;64;108;85;NONE;NONE
2047;land;84;124;61;NONE;SWE
2048;land;234;199;76;NONE;NONE
2049;land;24;90;26;NONE;QAR
2050;land;91;216;178;NONE;KHA
2051;land;133;145;188;NONE;MNG
2052;land;55;96;41;NONE;CAS
2053;land;8;195;9;NONE;SWE
2054;land;174;128;103;NONE;EGY
2055;land;32;191;123;NONE;NONE
2056;land;132;216;249;NONE;NONE
2057;land;168;244;172;NONE;NONE
2058;land;144;151;111;NONE;NONE
2059;land;103;71;25;NONE;NONE
2060;land;41;251;187;NONE;KHA
2061;land;58;39;120;NONE;QAR
2062;land;231;226;163;NONE;NONE
2063;land;27;81;245;NONE;TIM
2064;land;110;166;13;NONE;NONE
2065;land;41;192;159;NONE;NONE
2066;land;234;2;240;NONE;NONE
2067;land;137;213;119;NONE;KHA
2068;land;175;203;30;NONE;NONE
2069;land;92;80;175;NONE;NOV
2070;land;145;64;17;NONE;MNG
2071;land;84;233;123;NONE;NONE
2072;land;172;73;12;NONE;SWE
2073;land;84;251;138;NONE;MNG
2074;land;62;43;227;NONE;TUR
2075;land;144;162;247;NONE;ENG
2076;land;186;34;77;NONE;TUR
2077;land;236;250;177;NONE;CRO
2078;land;173;127;47;NONE;NONE
2079;land;3;134;143;NONE;VEN
2080;land;248;27;11;NONE;NONE
2081;land;156;89;134;NONE;NONE
2082;land;2;117;11;NONE;MNG
2083;land;99;248;165;NONE;NONE
2084;land;151;221;241;NONE;NONE
2085;land;157;154;32;NONE;NONE
2086;land;96;21;243;NONE;KHA
2087;land;178;106;200;NONE;CRO
2088;land;46;75;203;NONE;NONE
2089;land;237;26;36;NONE;NOG
2090;land;129;127;203;NONE;MNG
2091;land;5;44;215;NONE;NONE
2092;land;238;188;109;NONE;CAS
2093;land;66;247;225;NONE;ARA
2094;land;203;11;132;NONE;KHA
2095;land;50;229;47;NONE;FRI
2096;land;252;39;255;NONE;NONE
2097;land;40;26;186;NONE;DLI
2098;land;66;111;27;NONE;MNG
2099;land;122;147;170;NONE;TUR
2100;land;254;76;209;NONE;NONE
2101;land;105;27;237;NONE;NONE
2102;land;4;37;129;NONE;NONE
2103;land;122;243;150;NONE;NONE
2104;land;180;168;170;NONE;JAP
2105;land;144;238;127;NONE;MAL
2106;land;69;118;120;NONE;DLI
2107;land;155;90;55;NONE;ARA
2108;land;246;117;53;NONE;NONE
2109;land;91;58;47;NONE;NONE
2110;land;192;117;38;NONE;NONE
2111;land;227;171;118;NONE;NONE
2112;land;111;21;164;NONE;LIT
2113;land;228;104;115;NONE;NONE
2114;land;70;203;198;NONE;NOG
2115;land;112;116;201;NONE;NONE
2116;land;28;208;3;NONE;KOR
2117;land;42;86;136;NONE;NONE
2118;land;45;81;106;NONE;TUR
2119;land;225;29;169;NONE;SWE
2120;land;239;13;131;NONE;NONE
2121;land;63;122;137;NONE;TUR
2122;land;35;168;142;NONE;NONE
2123;land;233;59;73;NONE;TUR
2124;land;76;103;160;NONE;KOR
2125;land;194;100;197;NONE;NONE
2126;land;219;101;177;NONE;NONE
2127;land;134;252;171;NONE;QAR
2128;land;176;193;31;NONE;NONE
2129;land;146;212;200;NONE;DLI
2130;land;5;238;181;NONE;KHA
2131;land;105;11;137;NONE;TIM
2132;land;231;206;2;NONE;LIT
2133;land;197;64;177;NONE;NOV
2134;land;89;178;145;NONE;QAR
2135;land;204;117;147;NONE;KHA
2136;land;250;128;246;NONE;EGY
2137;land;115;95;98;NONE;NONE
2138;land;195;94;93;NONE;NAP
2139;land;94;211;41;NONE;SAV
2140;land;148;89;46;NONE;NONE
2141;land;238;34;117;NONE;TTL
2142;land;173;12;128;NONE;INC
2143;land;175;154;24;NONE;KHA
2144;land;156;46;238;NONE;NONE
2145;land;89;210;228;NONE;QAR
2146;land;218;29;202;NONE;PSS
2147;land;102;76;168;NONE;NONE
2148;land;104;89;72;NONE;NONE
2149;land;63;25;17;NONE;NONE
2150;land;43;223;148;NONE;TUR
2151;land;159;176;156;NONE;NONE
2152;land;135;255;109;NONE;NOG
2153;land;11;171;45;NONE;NONE
2154;land;48;127;156;NONE;TFL
2155;land;204;48;47;NONE;MNG
2156;land;89;193;15;NONE;GOL
2157;land;228;148;85;NONE;EGY
2158;land;70;220;89;NONE;NONE
2159;land;69;73;169;NONE;NONE
2160;land;107;142;224;NONE;CAS
2161;land;177;247;65;NONE;LEI
2162;land;249;97;41;NONE;LIT
2163;land;70;204;169;NONE;INC
2164;land;191;88;54;NONE;NAP
2165;land;118;208;240;NONE;QAR
2166;land;8;78;200;NONE;HUN
2167;land;182;217;136;NONE;LIT
2168;land;74;131;250;NONE;KHA
2169;land;4;210;155;NONE;TIB
2170;land;50;111;250;NONE;NONE
2171;land;119;140;118;NONE;NONE
2172;land;55;103;154;NONE;NONE
2173;land;206;177;110;NONE;NONE
2174;land;182;238;110;NONE;NONE
2175;land;94;83;51;NONE;NONE
2176;land;24;108;187;NONE;MNG
2177;land;65;45;8;NONE;NONE
2178;land;147;62;44;NONE;DLI
2179;land;23;12;195;NONE;NONE
2180;land;216;57;63;NONE;DLI
2181;land;52;97;186;NONE;TUR
2182;land;126;192;161;NONE;INC
2183;land;118;39;222;NONE;QAR
2184;land;228;84;229;NONE;NONE
2185;land;232;200;169;NONE;NONE
2186;land;158;94;165;NONE;KHA
2187;land;232;34;90;NONE;NONE
2188;land;36;35;155;NONE;NONE
2189;land;8;104;136;NONE;ETH
2190;land;41;146;68;NONE;NONE
2191;land;89;68;207;NONE;QAR
2192;land;9;60;167;NONE;NONE
2193;land;120;163;221;NONE;GEO
2194;land;21;120;249;NONE;NOV
2195;land;28;160;163;NONE;QAR
2196;land;31;235;199;NONE;NONE
2197;land;121;149;46;NONE;DLI
2198;land;26;251;81;NONE;DLI
2199;land;202;197;49;NONE;DLI
2200;land;6;177;241;NONE;DLI
2201;land;218;187;179;NONE;MNG
2202;land;126;181;37;NONE;NONE
2203;land;48;78;7;NONE;MOS
2204;land;148;204;24;NONE;NONE
2205;land;233;116;196;NONE;MOR
2206;land;213;160;166;NONE;TFL
2207;land;182;167;66;NONE;TEU
2208;land;36;210;86;NONE;NONE
2209;land;166;81;250;NONE;LIT
2210;land;204;196;44;NONE;NONE
2211;land;0;198;183;NONE;KHA
2212;land;21;207;99;NONE;LIT
2213;land;236;218;102;NONE;NONE
2214;land;88;74;230;NONE;NOR
2215;land;86;194;239;NONE;MNG
2216;land;246;116;149;NONE;MOL
2217;land;77;113;103;NONE;CAS
2218;land;198;62;69;NONE;TEU
2219;land;178;178;94;NONE;BOS
2220;land;147;206;232;NONE;NONE
2221;land;209;146;203;NONE;BRB
2222;land;219;81;84;NONE;NONE
2223;land;184;56;160;NONE;NONE
2224;land;35;177;0;NONE;NONE
2225;land;146;63;192;NONE;NONE
2226;land;198;130;27;NONE;NONE
2227;land;164;193;235;NONE;KHA
2228;land;102;181;189;NONE;AZT
2229;land;156;5;139;NONE;JAP
2230;land;75;243;25;NONE;NONE
2231;land;126;228;120;NONE;NONE
2232;land;195;7;176;NONE;DLI
2233;land;116;78;80;NONE;NONE
2234;land;76;92;92;NONE;FRA
2235;land;94;111;191;NONE;TUR
2236;land;159;100;47;NONE;WBG
2237;land;159;201;140;NONE;CAS
2238;land;148;104;118;NONE;CAS
2239;land;213;175;245;NONE;QAR
2240;land;120;202;5;NONE;NONE
2241;land;190;251;253;NONE;MNG
2242;land;210;213;223;NONE;NOG
2243;land;175;100;166;NONE;NONE
2244;land;93;139;231;NONE;NONE
2245;land;120;164;238;NONE;NONE
2246;land;29;92;247;NONE;NONE
2247;land;208;14;31;NONE;EGY
2248;land;143;248;67;NONE;LIT
2249;land;142;155;132;NONE;NONE
2250;land;149;99;109;NONE;NONE
2251;land;171;216;224;NONE;FRA
2252;land;134;54;119;NONE;NONE
2253;land;205;33;233;NONE;KHA
2254;land;244;64;171;NONE;NONE
2255;land;138;14;97;NONE;KHA
2256;land;105;173;27;NONE;HUN
2257;land;201;156;78;NONE;MOR
2258;land;190;33;97;NONE;ENG
2259;land;168;154;64;NONE;INC
2260;land;100;15;221;NONE;NONE
2261;land;187;168;166;NONE;DLI
2262;land;215;191;105;NONE;NONE
